#{"t_start": 1773725816.4837217, "env_id": "None"}
r,l,t
-3443.488414,300,1598.140671
-4943.16341,300,1598.290334
-5878.926804,300,1598.447132
-4948.349157,300,1598.611361
-5596.521939,300,1599.78688
-6354.586703,300,1599.97337
-5452.165782,300,1600.14631
-3872.07543,197,1600.247711
-6878.133003,300,1600.402407
-4828.490266,300,1600.558922
-6363.044375,300,1600.730379
-6957.033364,300,1600.89645
-7953.769739,300,1602.08723
-7067.806834,300,1602.266584
-7512.746238,300,1602.418135
-6618.268881,300,1602.577433
-283.298616,36,1602.599159
-6523.776386,300,1602.760643
-7023.971312,300,1602.914738
-5402.099048,300,1604.101425
-5195.235594,300,1604.287563
-7262.569076,300,1604.497387
-4500.132565,300,1604.695838
-4487.179433,300,1604.890088
-3694.209087,300,1605.073112
-2742.610598,184,1605.172244
-4278.479072,300,1605.333111
-7712.58922,300,1606.554567
-7264.526588,300,1606.728658
-7233.67534,300,1606.888542
-4326.759036,300,1607.045684
-5085.457343,300,1607.212506
-5180.703384,300,1607.365832
-5513.448766,300,1608.543106
-7118.196063,300,1608.726528
-5198.50997,300,1608.898013
-5111.031879,300,1609.051539
-5881.642416,300,1609.208888
-7572.319029,300,1609.375606
-5816.879547,300,1609.531194
-4782.044089,300,1610.726275
-9118.929303,300,1610.925382
-5830.120619,300,1611.083131
-6035.825294,300,1611.237272
-6769.161988,300,1611.389089
-4956.19998,300,1611.560142
-4553.809056,300,1611.713582
-6070.02805,300,1612.906678
-5173.412412,300,1613.098474
-5381.806705,300,1613.253436
-5216.577764,300,1613.405222
-4517.911763,208,1613.509263
-6060.464736,300,1613.672253
-3322.913663,300,1613.832272
-6922.658472,300,1615.021976
-5289.691368,300,1615.218267
-4074.68565,300,1615.372061
-3850.510029,300,1615.523648
-7767.483239,300,1615.690003
-5002.739134,300,1615.851779
-6392.192049,300,1616.005681
-4286.100458,300,1617.205518
-8178.343038,300,1617.392686
-6871.539565,300,1617.549301
-5802.080935,300,1617.71063
-9266.262997,300,1617.884396
-5773.898447,300,1618.039305
-8727.431726,300,1618.192413
-7037.689057,300,1619.422652
-3191.209596,300,1619.586742
-4437.172279,300,1619.743653
-5099.021274,300,1619.900246
-5067.186791,300,1620.068103
-6767.169998,300,1620.2213
-6201.101126,300,1620.372514
-8716.42425,300,1621.594509
-4950.439706,300,1621.755819
-6469.544341,300,1621.90669
-6604.102578,300,1622.071537
-8090.966837,300,1622.222617
-3915.803562,300,1622.375632
-7075.479326,300,1622.528075
-2524.272737,144,1623.668716
-6594.675935,300,1623.841274
-4711.883595,300,1623.99537
-7582.9373,300,1624.164418
-5559.332155,300,1624.32019
-5603.711255,300,1624.472429
-27.060282,11,1624.478424
-7493.69917,300,1624.637083
-7891.857258,300,1625.834784
-4944.703781,300,1626.001867
-3926.7542,300,1626.154594
-6453.960029,300,1626.320601
-6833.464573,300,1626.477277
-5082.187044,283,1626.618354
-7260.774684,300,1626.790287
-6744.109536,300,1628.004104
-6357.030372,300,1628.166966
-4647.044065,300,1628.323505
-3823.358643,300,1628.494568
-5577.458429,300,1628.647547
-6685.557809,291,1628.796108
-6137.621288,300,1628.966102
-4965.551773,300,1630.163739
-7642.213751,300,1630.322943
-7689.941186,300,1630.49328
-3690.789247,300,1630.648558
-5119.760735,300,1630.801283
-5489.966938,300,1630.956435
-6990.381603,300,1632.151403
-5198.084413,300,1632.333181
-5955.696261,300,1632.493772
-7229.382075,300,1632.663726
-4644.694057,300,1632.828356
-5573.350491,300,1632.980923
-5057.854022,292,1633.143185
-7015.722747,300,1634.324308
-7924.326612,300,1634.503233
-8624.865477,300,1634.655739
-7449.371329,300,1634.830066
-5862.545906,300,1634.983322
-6859.441206,300,1635.137165
-3208.808012,300,1635.30441
-9395.170317,300,1636.490309
-2008.182665,181,1636.605167
-5706.57799,300,1636.774064
-5027.242565,300,1636.943126
-6660.793811,300,1637.093574
-5916.991397,300,1637.24658
-6860.083267,300,1637.423685
-6686.566739,300,1638.605411
-6549.552316,300,1638.784204
-3152.479514,300,1638.953571
-5238.854108,300,1639.109063
-9804.244161,300,1639.261451
-2341.445234,300,1639.414207
-4547.041562,300,1639.581208
-6689.950383,300,1640.758426
-7094.687331,300,1640.934753
-3739.34027,300,1641.112436
-4215.200402,300,1641.268236
-42.458232,13,1641.274751
-6653.048787,300,1641.427012
-5485.464006,300,1641.596101
-10660.052478,300,1641.747938
-7827.455344,300,1642.938623
-5346.725379,300,1643.107276
-3841.561093,300,1643.276435
-4046.763081,300,1643.427561
-2550.526199,300,1643.585765
-8185.550829,300,1643.75497
-5378.473647,300,1643.906182
-4139.400317,300,1645.103723
-5932.986206,300,1645.280137
-6010.578224,300,1645.431903
-1696.708801,131,1645.498966
-3281.721702,174,1645.591826
-4362.654635,300,1645.745435
-4502.531804,300,1645.913805
-4913.511346,300,1646.067235
-3734.20913,300,1647.267708
-9888.690613,300,1647.438096
-7400.626144,300,1647.593232
-5200.545294,300,1647.751395
-4988.702197,300,1647.922742
-3991.130099,300,1648.07785
-4322.122729,300,1649.249418
-4722.966568,300,1649.430483
-7467.933672,300,1649.599422
-3476.640501,300,1649.751517
-7122.558365,300,1649.90456
-8706.777758,300,1650.077068
-5740.246551,300,1650.23385
-3540.494821,300,1651.562602
-6878.107594,300,1651.780129
-4436.51439,300,1651.969144
-4589.881481,300,1652.134124
-7100.971337,300,1652.288747
-5336.673306,300,1652.456491
-5595.514002,300,1652.608781
-4605.875166,300,1653.793153
-4429.561846,216,1653.936189
-9424.739737,300,1654.092589
-5466.458435,300,1654.244564
-8251.632507,300,1654.3992
-9129.438721,300,1654.564862
-8386.159411,300,1654.715965
-9094.519517,300,1655.90045
-1785.775591,190,1656.035097
-4557.892547,300,1656.188748
-8034.047381,300,1656.342096
-4924.789164,300,1656.499172
-6226.41834,300,1656.666378
-5082.870075,300,1656.818479
-4796.826662,300,1657.9962
-6012.143784,300,1658.188385
-6536.18169,300,1658.340666
-3917.970659,300,1658.49523
-9446.012565,300,1658.663074
-5573.647134,300,1658.815199
-8235.020261,300,1658.967605
-3798.377012,300,1660.136187
-3908.036718,300,1660.322977
-4626.581584,300,1660.474563
-7207.768253,300,1660.635223
-4376.685201,300,1660.800981
-5878.019135,300,1660.957509
-4589.772335,300,1661.111604
-4489.106499,300,1662.316629
-6194.078124,300,1662.485883
-4052.962636,300,1662.639173
-6528.872901,300,1662.801574
-6302.705591,300,1662.969387
-5587.151191,300,1663.119565
-7818.482947,300,1663.273173
-10462.616983,300,1664.488638
-3676.233372,300,1664.651657
-8443.758435,300,1664.807572
-4230.495831,300,1664.975092
-6304.519958,300,1665.129732
-5136.138332,300,1665.281495
-4693.769744,300,1665.437334
-4177.257681,300,1666.652519
-6843.90479,300,1666.81037
-8090.727672,300,1666.966858
-46.857486,12,1666.972466
-6931.777726,300,1667.143155
-3338.242788,300,1667.298385
-4459.877298,300,1667.450329
-4201.453089,300,1668.644901
-4368.099228,300,1668.827516
-1923.832811,170,1668.914651
-3448.152721,300,1669.07291
-4459.023069,300,1669.237513
-6393.629049,300,1669.392701
-5755.299998,300,1669.543382
-4095.151686,300,1669.708499
-8528.382813,300,1670.9058
-7390.769435,300,1671.068173
-5197.521073,300,1671.225452
-4433.459438,300,1671.398023
-5240.527241,300,1671.5479
-6182.837439,300,1671.701618
-7784.408708,300,1672.874473
-7302.395984,300,1673.058661
-7286.758864,300,1673.215789
-6331.132518,300,1673.387462
-7050.296772,300,1673.542514
-3817.032796,300,1673.697239
-5479.923624,300,1673.847197
-4752.257793,230,1673.976455
-9972.137095,300,1675.190867
-3686.484346,300,1675.348491
-3873.704035,300,1675.519474
-8337.120207,300,1675.67553
-4123.527335,300,1675.832467
-3285.309494,237,1675.950597
-6262.385021,300,1676.133277
-5256.477828,257,1677.318708
-9072.736375,300,1677.482471
-6244.08751,300,1677.656044
-4922.189918,300,1677.80871
-8186.543422,300,1677.967659
-5566.124007,300,1678.12209
-5699.340388,300,1678.302711
-67.295806,15,1678.310305
-4805.54371,300,1679.506711
-5222.770911,300,1679.665003
-7282.785507,300,1679.832518
-6667.473117,300,1679.982948
-3483.29043,300,1680.1355
-5774.819246,300,1680.302498
-6628.294553,300,1681.500396
-6122.290145,300,1681.68366
-4514.57882,300,1681.837705
-6834.049519,300,1682.002378
-9503.924159,300,1682.153493
-10388.65206,300,1682.306372
-6478.00847,300,1682.474223
-4432.777008,300,1683.667797
-5906.981408,300,1683.843352
-4181.757878,300,1684.010195
-6775.936939,300,1684.163703
-5409.716436,300,1684.313605
-6569.247621,300,1684.468896
-6880.35564,300,1684.6365
-5971.485312,290,1685.811913
-6017.873569,300,1685.983227
-3472.741348,300,1686.152209
-6947.037497,300,1686.305473
-5438.628426,300,1686.458849
-5649.660192,300,1686.630306
-4626.368829,300,1686.783878
-5077.540064,300,1687.965976
-10870.970884,300,1688.13525
-6358.460427,300,1688.301532
-6792.787137,300,1688.45446
-3953.386044,300,1688.608914
-9372.516338,300,1688.781298
-4668.029069,300,1688.932614
-6358.52591,300,1690.133126
-4947.160762,300,1690.307994
-8202.052569,300,1690.460209
-5474.415748,300,1690.614187
-5448.142887,300,1690.767453
-5931.237193,300,1690.931981
-7252.071855,300,1692.113413
-6283.200523,300,1692.297941
-4945.31756,300,1692.468854
-5590.796452,300,1692.623404
-6406.100324,300,1692.782688
-5804.351205,300,1692.951809
-5122.521467,300,1693.10926
-4691.871705,300,1694.285613
-4816.899632,300,1694.467211
-7196.127237,300,1694.632544
-6443.230805,300,1694.786556
-5945.366168,300,1694.939148
-7700.010359,300,1695.109073
-5112.257095,300,1695.260977
-5702.293224,300,1696.430517
-6863.134626,300,1696.623158
-7044.831982,300,1696.798131
-8504.834972,300,1696.982444
-2902.214589,236,1697.109052
-6747.356748,300,1697.27467
-5142.791133,300,1697.426805
-4608.379098,300,1698.609114
-1096.152567,112,1698.678668
-9546.241979,300,1698.860161
-7254.199531,300,1699.013543
-5655.212784,300,1699.165998
-6714.189739,300,1699.328206
-5448.930298,300,1699.480836
-3962.695404,300,1699.634584
-8633.92612,300,1700.830765
-4848.145657,300,1701.001283
-6865.119177,300,1701.154283
-7269.787061,300,1701.304748
-5414.220034,300,1701.476821
-7255.893767,285,1701.625769
-4060.793955,300,1701.781285
-2628.749971,300,1702.988475
-4948.939874,300,1703.149148
-8129.690241,300,1703.304197
-5981.855063,300,1703.458034
-3582.566757,300,1703.627098
-6978.779281,300,1703.784017
-6669.93001,300,1704.956709
-6878.613728,300,1705.157587
-4462.749694,300,1705.309559
-3120.412253,300,1705.461325
-7272.87935,300,1705.623892
-7196.306708,300,1705.775727
-4178.518647,300,1705.926805
-4837.060666,300,1707.110408
-6117.897644,300,1707.302331
-681.520138,58,1707.331912
-5558.47229,300,1707.485404
-10.902715,7,1707.488404
-9.700815,5,1707.490919
-692.030084,61,1707.521997
-6684.923624,300,1707.684599
-6459.151003,300,1707.834847
-7172.177077,300,1707.986027
-4666.449269,300,1708.142093
-7387.976538,300,1709.348515
-4495.627531,300,1709.505539
-9188.609157,300,1709.659086
-4006.456375,300,1709.826887
-6677.249873,300,1709.981038
-7740.712146,300,1710.131828
-5411.476951,300,1711.396234
-7923.642442,300,1711.596287
-4631.575194,300,1711.771693
-6272.496593,300,1711.925611
-6839.905842,300,1712.098963
-5724.196647,300,1712.252557
-6196.917716,300,1712.430335
-4119.640096,300,1713.625219
-5781.68898,300,1713.803264
-7454.813005,300,1713.95666
-5776.739177,300,1714.120406
-2936.726332,300,1714.272176
-4413.582425,300,1714.429403
-5152.111173,300,1714.582383
-5966.386751,300,1715.776428
-5796.248217,300,1715.948725
-5993.286722,300,1716.100559
-2592.30416,300,1716.265064
-1578.976564,149,1716.338741
-3105.473209,300,1716.490598
-6045.172055,300,1716.649144
-5038.112669,300,1717.836322
-4663.32698,300,1718.017733
-5049.874248,300,1718.177344
-6455.71884,300,1718.349513
-3705.753317,300,1718.502403
-7922.204416,300,1718.653575
-5199.781816,300,1718.808288
-10381.824077,300,1719.997207
-5688.386896,300,1720.173013
-5200.121032,300,1720.324136
-5605.767248,300,1720.489897
-5977.943281,300,1720.644154
-5451.743953,300,1720.795776
-3850.116567,300,1720.965016
-10654.262615,300,1722.180207
-4377.331188,300,1722.361891
-3159.484694,300,1722.518873
-6682.140403,300,1722.693617
-8762.871928,300,1722.846265
-3226.381612,300,1723.002865
-10013.206715,300,1723.174027
-4692.976548,300,1724.40148
-6614.539455,300,1724.569146
-7357.229316,300,1724.740356
-5669.498433,300,1724.900251
-5936.277205,300,1725.059312
-7591.09049,300,1725.214698
-3372.865814,300,1725.394817
-4113.497385,300,1726.637116
-5966.252923,300,1726.803207
-7371.326695,300,1726.976285
-3692.364849,300,1727.13479
-6160.414928,300,1727.291193
-5157.970995,300,1727.463594
-6384.211934,300,1727.618854
-6084.739109,300,1728.886323
-6401.07751,300,1729.05033
-5678.283003,300,1729.225468
-8991.84358,300,1729.382332
-3929.956375,300,1729.542537
-4838.70128,300,1729.714198
-3478.269013,300,1730.940339
-7139.648931,300,1731.128079
-5078.725929,300,1731.301864
-4281.259216,300,1731.46484
-4711.782436,300,1731.619396
-6759.456845,300,1731.791198
-6949.646583,300,1731.96583
-3337.380694,300,1733.227873
-4461.641609,300,1733.418549
-5639.381754,300,1733.59777
-7430.44618,300,1733.761308
-3793.24656,300,1733.928125
-3950.374726,300,1734.128468
-5283.096969,300,1734.291749
-5861.6036,300,1735.567262
-336.751359,41,1735.592471
-9043.081466,300,1735.771718
-5749.244461,300,1735.950682
-6089.093332,300,1736.115997
-5267.937445,300,1736.278455
-7598.93657,300,1736.456144
-8834.590575,300,1736.62185
-5975.792245,300,1737.900543
-5734.874664,300,1738.087348
-6261.33483,300,1738.25187
-3644.781462,300,1738.410374
-4008.546792,300,1738.573263
-11386.754159,300,1738.750651
-6254.669827,300,1738.912061
-7396.965007,300,1740.194359
-5157.017067,300,1740.376035
-3961.20298,300,1740.5353
-9987.812576,300,1740.696672
-8464.68791,300,1740.878258
-6225.646729,300,1741.045077
-5403.513633,300,1742.298889
-4517.474732,300,1742.487281
-3424.090226,300,1742.668271
-7633.751829,300,1742.830729
-5431.235288,300,1742.996491
-5087.711574,300,1743.171276
-6406.874473,300,1743.340457
-5824.590783,300,1744.596246
-6009.482427,300,1744.792993
-4109.292569,300,1744.955697
-4164.762388,300,1745.124151
-5935.955701,300,1745.286209
-6374.768003,300,1745.464505
-6590.154468,300,1745.625295
-6582.805666,300,1746.911065
-5048.174216,300,1747.107548
-5053.75228,300,1747.270564
-4414.850422,300,1747.432564
-7544.666058,300,1747.605443
-6010.504737,300,1747.767143
-3728.191697,300,1747.930011
-7132.707601,300,1749.27916
-3292.28594,300,1749.468202
-4989.386119,300,1749.626702
-5140.178931,300,1749.789304
-7185.867085,300,1749.981354
-6387.246857,300,1750.164859
-8256.39279,300,1750.333208
-5136.843701,300,1751.612658
-809.861183,65,1751.649667
-4465.757213,300,1751.815968
-4852.377474,300,1751.972723
-7205.325938,300,1752.14042
-4738.660998,300,1752.300366
-5704.876334,300,1752.46791
-6023.613507,300,1753.680556
-3822.693506,300,1753.876744
-4406.489728,300,1754.03358
-5011.169688,300,1754.19735
-6454.262998,300,1754.366006
-4892.469139,300,1754.528369
-6395.741293,300,1754.684189
-4211.112329,300,1755.923447
-6442.207562,300,1756.099692
-5362.047528,300,1756.260571
-6090.932873,300,1756.422476
-9172.159363,300,1756.594439
-1186.185263,123,1756.660517
-4732.66839,300,1756.819048
-5129.472078,300,1758.074771
-7545.604653,300,1758.281468
-4672.941362,300,1758.458468
-4664.670385,300,1758.619356
-7278.213999,300,1758.796607
-4728.730024,300,1758.956965
-8273.630372,300,1759.120352
-7369.921499,300,1760.391193
-5880.460906,300,1760.57667
-7433.410121,300,1760.733369
-10771.797015,300,1760.888833
-5061.879055,278,1761.048279
-4234.267638,300,1761.203142
-5044.068793,300,1761.359745
-8005.09888,300,1762.583553
-10106.122648,300,1762.763506
-5985.60042,300,1762.923171
-4489.453811,300,1763.09224
-6201.479808,300,1763.254073
-9398.851453,300,1763.411922
-5033.77529,300,1763.565194
-6880.445635,300,1764.775977
-2378.892137,204,1764.901391
-7371.895808,300,1765.061075
-6256.702949,300,1765.230463
-5542.40968,300,1765.385188
-2278.981317,150,1765.46477
-6981.424985,300,1765.620339
-5014.275179,300,1765.789037
-6856.69209,300,1766.977246
-3975.270241,300,1767.140735
-6274.250022,300,1767.307476
-7161.147688,300,1767.465406
-6272.716804,300,1767.616587
-3270.602036,300,1767.768892
-7508.555233,300,1767.932551
-6183.772483,300,1769.110309
-7876.874371,300,1769.269187
-6633.475817,300,1769.434813
-6476.641218,300,1769.584716
-6811.343823,300,1769.734863
-8879.065918,300,1769.900566
-4919.072606,300,1771.105659
-4838.010918,300,1771.313806
-4082.869869,188,1771.438828
-6658.277776,300,1771.674048
-4438.82027,300,1771.896219
-4469.159185,300,1772.107602
-7380.958379,300,1772.315778
-9217.26932,300,1772.513096
-7257.980146,300,1773.735336
-8772.968048,300,1773.89442
-7997.86225,300,1774.060604
-6490.678816,300,1774.211972
-7137.26609,300,1774.365495
-9189.53566,300,1774.535485
-5719.919397,300,1775.726816
-5182.833202,300,1775.922505
-5591.728886,300,1776.105821
-3777.11869,300,1776.277102
-4914.873627,300,1776.437257
-5998.352343,300,1776.593518
-3247.463166,300,1776.763653
-4829.119802,300,1778.000777
-5825.930513,300,1778.182021
-7601.923311,300,1778.366555
-4175.501334,300,1778.525719
-5059.810561,300,1778.685594
-6445.24176,300,1778.84618
-9336.408194,300,1779.017776
-4012.487225,300,1780.263037
-8504.287985,300,1780.441788
-6870.806357,300,1780.618218
-4388.231415,300,1780.781008
-4898.264944,300,1780.941512
-5356.309488,300,1781.111517
-4539.650114,300,1781.27308
-6205.377283,300,1782.545291
-7805.119594,300,1782.720832
-7207.200115,300,1782.896949
-5624.90779,300,1783.064525
-6945.164743,300,1783.220561
-5359.419254,300,1783.401188
-3653.334468,300,1783.560467
-3985.988905,300,1784.840816
-5495.086241,300,1785.022912
-7792.00642,300,1785.190372
-4419.936138,300,1785.359969
-6544.811631,300,1785.522677
-8074.339259,300,1785.699005
-6539.552448,300,1785.859209
-8193.490395,300,1787.128943
-6589.831487,300,1787.308878
-7300.638691,300,1787.466699
-5107.664341,300,1787.6321
-6532.558363,300,1787.807954
-6115.463667,300,1787.968227
-5448.451772,300,1789.210761
-4309.303885,300,1789.403729
-4990.31031,300,1789.580824
-7267.939689,300,1789.738479
-7862.596966,300,1789.898004
-3853.836641,300,1790.074518
-4405.499954,300,1790.235128
-3678.927891,300,1791.496497
-6053.389579,300,1791.695967
-5312.084254,300,1791.854799
-8227.037715,300,1792.014605
-4266.825361,300,1792.186921
-6847.043747,300,1792.36209
-5388.661893,300,1792.519567
-5939.001667,300,1793.770437
-4435.32666,300,1793.96232
-5152.981326,300,1794.118828
-7795.466077,300,1794.277004
-8445.303745,300,1794.450607
-5757.391937,300,1794.61354
-3155.582401,300,1794.771541
-5379.85949,300,1796.024922
-5260.735937,300,1796.21063
-4384.141935,300,1796.373526
-5337.141391,300,1796.531265
-6175.128189,300,1796.705863
-6302.907137,300,1796.861445
-3031.217943,300,1797.017035
-4288.36323,300,1798.258076
-606.396061,59,1798.292526
-11481.813206,300,1798.45177
-7135.430369,300,1798.606842
-7060.817375,300,1798.779922
-4844.578913,300,1798.929121
-7185.473588,300,1799.079156
-4485.679584,300,1800.232324
-4071.832034,300,1800.426605
-6324.558712,300,1800.578505
-5624.333614,300,1800.739139
-7279.688947,300,1800.91419
-5685.010213,300,1801.065089
-6070.783242,300,1801.218216
-2477.281988,180,1802.316329
-7145.741492,300,1802.514989
-6006.87244,300,1802.674798
-7883.719993,300,1802.826087
-3965.747241,300,1802.991194
-6643.336772,300,1803.141505
-7941.254124,300,1803.290935
-9454.702687,300,1804.485831
-3346.5541,300,1804.66477
-6089.655312,300,1804.81496
-5033.323478,300,1804.966168
-5370.39972,300,1805.136708
-3797.648033,300,1805.286457
-6169.067952,300,1805.438721
-4855.125095,300,1806.605714
-4816.653271,300,1806.778439
-6643.272382,300,1806.928305
-4590.631128,300,1807.09132
-1909.14815,127,1807.156624
-9533.188621,300,1807.307845
-5008.387752,300,1807.457892
-8508.716112,300,1807.623014
-6079.978067,300,1808.811801
-6423.87207,300,1808.969037
-5202.187964,300,1809.12243
-5022.575181,300,1809.295764
-5555.227272,300,1809.444412
-3877.767851,300,1809.596589
-6175.904774,300,1810.755313
-5348.780969,300,1810.933483
-6489.038772,300,1811.085842
-6071.327228,300,1811.250944
-6845.875993,300,1811.402351
-4398.638342,300,1811.552966
-6715.249612,300,1811.703178
-5806.472442,300,1812.884593
-8116.046349,300,1813.060821
-3162.87394,300,1813.217124
-4928.694625,300,1813.38764
-5480.613761,300,1813.549034
-6527.184654,300,1813.699785
-4419.147819,300,1813.868458
-6082.948047,300,1815.071775
-7175.424487,300,1815.245809
-6456.537976,300,1815.402794
-4007.493802,300,1815.578395
-4254.255306,300,1815.732013
-6695.156233,300,1815.887374
-7809.513914,300,1816.053072
-5233.058442,300,1817.284097
-6408.246603,300,1817.454895
-7666.602251,300,1817.622547
-3246.621685,300,1817.778409
-5866.063737,300,1817.93053
-7863.775898,300,1818.084754
-3188.897053,300,1818.253603
-10618.864773,300,1819.469754
-5607.942169,300,1819.63905
-5894.499364,300,1819.811434
-5352.163705,300,1819.965743
-5447.205489,300,1820.120883
-4884.972862,300,1820.293934
-4855.621492,300,1820.45302
-5916.776839,300,1821.670756
-9504.523097,300,1821.827659
-3674.066606,300,1822.004755
-6192.589611,300,1822.157856
-5953.455717,300,1822.323729
-7589.608071,300,1822.489292
-4728.364888,300,1823.689814
-6236.736139,300,1823.874291
-8927.950935,300,1824.047626
-3347.005424,300,1824.211703
-6202.795171,300,1824.365739
-8158.160614,300,1824.523328
-6577.983386,300,1824.689168
-4994.291914,300,1825.89929
-6604.682033,300,1826.07953
-4341.911379,300,1826.254545
-4287.978351,300,1826.412568
-3785.328611,300,1826.569072
-6851.33845,300,1826.73606
-3668.191537,300,1826.889076
-4.052367,4,1826.89058
-4481.680636,300,1828.093808
-1035.783117,83,1828.145159
-3742.391511,300,1828.33409
-5457.446405,300,1828.491227
-7525.68909,300,1828.651086
-5253.429031,300,1828.809011
-7468.608135,300,1828.978251
-7421.608202,300,1829.150706
-7918.285562,300,1830.37954
-3464.29892,300,1830.556637
-5491.939388,300,1830.708646
-7532.07498,300,1830.862836
-6048.72385,300,1831.030638
-5668.940814,300,1831.184067
-4965.182569,300,1832.396092
-7154.419128,300,1832.579484
-6619.251738,300,1832.76695
-6436.604578,300,1832.923278
-5942.354917,300,1833.07392
-5152.135108,300,1833.241739
-5715.365208,300,1833.39616
-4132.908723,300,1834.599061
-7911.692216,300,1834.795279
-5044.681705,300,1834.948546
-4017.895818,300,1835.099464
-4813.112512,300,1835.25159
-5611.028795,300,1835.419706
-5228.196771,300,1835.571398
-9609.968144,300,1836.758375
-4096.460203,300,1836.943463
-7033.27488,300,1837.095676
-4075.18497,300,1837.24553
-6474.786837,300,1837.418275
-8862.192633,300,1837.574816
-4922.971752,300,1837.730894
-4310.406419,300,1838.962483
-9967.285726,300,1839.144415
-7077.061968,300,1839.298927
-4547.677412,300,1839.454533
-3795.479001,300,1839.619212
-5440.747582,300,1839.77471
-3522.953313,300,1839.92851
-9552.020923,300,1841.155321
-6474.072857,300,1841.316858
-8462.758301,300,1841.469802
-4632.029582,300,1841.619509
-6196.387859,300,1841.788463
-6727.562956,300,1841.948492
-7961.120841,300,1843.142929
-8111.669317,300,1843.340581
-7813.490093,300,1843.503982
-4186.312709,300,1843.668581
-9401.455621,300,1843.837019
-7800.394933,300,1843.99477
-3473.357076,300,1844.147272
-66.124258,15,1844.154797
-4793.350002,300,1845.476093
-6172.341831,300,1845.66966
-4739.555266,300,1845.823691
-3393.56324,300,1845.978397
-8039.310492,300,1846.153911
-3646.3489,300,1846.306692
-7049.810783,300,1846.462884
-7829.735024,300,1847.675826
-3837.187517,300,1847.875903
-9099.74428,300,1848.036069
-6284.815815,300,1848.199887
-7762.003291,300,1848.379044
-4227.836975,300,1848.585676
-4382.636269,300,1848.792286
-5637.535335,300,1850.067551
-423.712076,51,1850.099372
-6282.725916,300,1850.262875
-4719.451112,300,1850.424819
-5683.374729,300,1850.589385
-3859.064942,300,1850.74497
-4941.097053,300,1850.902802
-2939.684182,162,1850.985941
-8987.807597,300,1852.216036
-10890.344418,300,1852.393827
-9108.541964,300,1852.566774
-4674.294537,300,1852.732618
-3813.510146,300,1852.885383
-4627.885231,291,1853.034837
-3397.137557,300,1853.185882
-5682.657792,300,1854.415587
-7362.543646,300,1854.58533
-7132.784547,300,1854.740932
-8836.009066,300,1854.907564
-7307.415792,300,1855.062314
-1174.067678,81,1855.104626
-6719.296021,300,1855.259919
-5027.414596,300,1856.467236
-5621.213303,300,1856.653455
-5993.454826,300,1856.807723
-6348.305515,300,1856.975234
-7757.742467,300,1857.131745
-6783.636713,300,1857.288311
-4107.530794,300,1857.443048
-6734.722668,300,1858.658305
-8155.858819,300,1858.841461
-5155.049981,300,1858.996026
-4173.563069,300,1859.161706
-6598.556352,300,1859.318428
-4394.509652,300,1859.473924
-4089.655963,300,1859.660577
-4618.872757,300,1860.895197
-4407.936551,300,1861.07493
-6494.926374,300,1861.227187
-6938.971499,300,1861.394394
-9006.325473,300,1861.549216
-3846.31934,300,1861.702036
-5773.107917,300,1861.867437
-7698.462711,300,1863.068926
-5891.018498,300,1863.243647
-9345.155129,300,1863.412849
-7264.732456,300,1863.576337
-6704.925043,300,1863.731558
-5676.929549,300,1863.885511
-7735.711932,300,1864.059139
-7426.902181,300,1865.273012
-5962.742192,300,1865.441458
-6131.102919,300,1865.611938
-5179.358041,300,1865.763646
-1500.156684,112,1865.819277
-7445.931467,300,1865.97728
-4463.608988,300,1866.146088
-6082.20896,300,1867.329852
-5666.766654,300,1867.509818
-4292.094314,300,1867.677955
-6243.004786,300,1867.830758
-4923.66478,300,1867.984799
-7133.786344,300,1868.136953
-6039.701797,300,1868.305852
-4876.609824,300,1869.509129
-4565.77041,300,1869.687333
-7357.235383,300,1869.860882
-3776.279518,300,1870.013082
-5054.193511,300,1870.164887
-3784.942653,300,1870.341732
-4290.346709,300,1870.497782
-5295.466132,300,1871.690692
-9078.199568,300,1871.858769
-4375.658799,300,1872.02459
-6491.150231,300,1872.177285
-3954.553977,300,1872.328533
-3803.680597,300,1872.495555
-6852.192273,300,1872.666746
-4863.765377,300,1873.871063
-6059.739204,300,1874.049161
-7113.444813,300,1874.203604
-3669.14425,300,1874.35479
-3470.00808,300,1874.509496
-5932.653677,300,1874.677945
-1806.723963,101,1874.728369
-8953.311228,300,1875.915326
-5854.612933,300,1876.090629
-7897.365057,300,1876.259198
-4651.279353,300,1876.416137
-6640.367082,300,1876.564502
-10492.832586,300,1876.733894
-11615.61829,300,1876.88517
-6491.801513,300,1878.075234
-8405.584657,300,1878.262405
-7267.555188,300,1878.415997
-5738.291119,300,1878.569755
-7694.958466,300,1878.728529
-5800.30215,300,1878.903711
-5227.266641,300,1879.056767
-3894.796829,300,1880.250701
-4439.651048,300,1880.437319
-3234.528449,300,1880.600818
-5333.788185,300,1880.756946
-6723.345687,300,1880.929273
-1861.436501,127,1880.997661
-8527.54178,300,1881.146498
-7075.772438,300,1882.339526
-6954.469841,300,1882.538796
-6661.479702,300,1882.714707
-5436.36595,300,1882.892314
-6794.808282,300,1883.054065
-9571.893531,300,1883.228638
-4740.30905,300,1883.3823
-5086.118116,300,1884.598249
-7367.830907,300,1884.792676
-201.517909,37,1884.811821
-7030.367778,300,1884.970748
-3976.62819,300,1885.135972
-2533.507641,252,1885.289311
-5194.813997,300,1885.441867
